url_path,views_total,views_unique
/ChameleonTartu/itt8060,3,3
/ChameleonTartu/itt8060/tree/master/Functional%20Programming%20Using%20F%23,2,2
/ChameleonTartu/itt8060/blob/master/Functional%20Programming%20Using%20F%23/Chapter5.fsx,1,1
/ChameleonTartu/itt8060/search,1,1
