url_path,views_total,views_unique
/ChameleonTartu/amazon-mws-subscriptions-maven/actions,4,1
/ChameleonTartu/amazon-mws-subscriptions-maven,2,1
/ChameleonTartu/amazon-mws-subscriptions-maven/actions/runs/183097924,2,1
/ChameleonTartu/amazon-mws-subscriptions-maven/actions/workflows/deploy.yml,2,1
/ChameleonTartu/amazon-mws-subscriptions-maven/pulls,2,1
/ChameleonTartu/amazon-mws-subscriptions-maven/actions/runs/183097924/workflow,1,1
/ChameleonTartu/amazon-mws-subscriptions-maven/actions/runs/950113468,1,1
/ChameleonTartu/amazon-mws-subscriptions-maven/issues,1,1
/ChameleonTartu/amazon-mws-subscriptions-maven/releases,1,1
/ChameleonTartu/amazon-mws-subscriptions-maven/releases/new,1,1
