url_path,views_total,views_unique
/ChameleonTartu/gb-demo-bot,20,12
/ChameleonTartu/gb-demo-bot/tree/master/src/main/kotlin/com/example/gbdemobot,14,6
/ChameleonTartu/gb-demo-bot/tree/master/src/main/kotlin/com/example/gbdemobot/bots,10,6
/ChameleonTartu/gb-demo-bot/blob/master/src/main/kotlin/com/example/gbdemobot/Application.kt,8,4
/ChameleonTartu/gb-demo-bot/blob/master/src/main/kotlin/com/example/gbdemobot/bots/processors/GbProcessor.kt,6,4
/ChameleonTartu/gb-demo-bot/tree/master/src/main/kotlin/com/example/gbdemobot/bots/processors,6,4
/ChameleonTartu/gb-demo-bot/blob/master/pom.xml,5,4
/ChameleonTartu/gb-demo-bot/blob/master/src/main/kotlin/com/example/gbdemobot/bots/GbBot.kt,5,4
/ChameleonTartu/gb-demo-bot/blob/master/Dockerfile,2,1
/ChameleonTartu/gb-demo-bot/tree/master/src/main/kotlin/com/example,1,1
