time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-11 00:00:00+00:00,,,14,1
2022-03-14 00:00:00+00:00,,,1,1
2022-03-18 00:00:00+00:00,,,2,2
2022-03-19 00:00:00+00:00,,,2,2
2022-03-20 00:00:00+00:00,,,2,2
2022-03-21 00:00:00+00:00,,,1,1
2022-03-22 00:00:00+00:00,,,1,1
2022-03-23 00:00:00+00:00,,,9,2
2022-03-24 00:00:00+00:00,,,1,1
