url_path,views_total,views_unique
/ChameleonTartu/amazon-mws-finances-maven,3,2
/ChameleonTartu/amazon-mws-finances-maven/tree/dfab661dab7d523b3e57b47f96cfdc43cf6d0665,2,1
/ChameleonTartu/amazon-mws-finances-maven/tree/master/src,2,1
/ChameleonTartu/amazon-mws-finances-maven/tree/master/src/main/java/com/amazonaws/mws/finances,2,1
/ChameleonTartu/amazon-mws-finances-maven/blob/dfab661dab7d523b3e57b47f96cfdc43cf6d0665/src/main/java/com/amazonaws/mws/finances/model/FinancialEvents.java,1,1
/ChameleonTartu/amazon-mws-finances-maven/blob/dfab661dab7d523b3e57b47f96cfdc43cf6d0665/src/main/java/com/amazonaws/mws/finances/model/ProductAdsPaymentEvent.java,1,1
/ChameleonTartu/amazon-mws-finances-maven/tree/dfab661dab7d523b3e57b47f96cfdc43cf6d0665/src,1,1
/ChameleonTartu/amazon-mws-finances-maven/tree/dfab661dab7d523b3e57b47f96cfdc43cf6d0665/src/main/java/com/amazonaws/mws/finances,1,1
/ChameleonTartu/amazon-mws-finances-maven/tree/dfab661dab7d523b3e57b47f96cfdc43cf6d0665/src/main/java/com/amazonaws/mws/finances/model,1,1
/ChameleonTartu/amazon-mws-finances-maven/tree/master/src/main/java/com/amazonaws/mws/finances/model,1,1
