url_path,views_total,views_unique
/ChameleonTartu/MboxFiltering,3,1
/ChameleonTartu/MboxFiltering/blob/master/mailbox_filter.py,2,1
/ChameleonTartu/MboxFiltering/blob/master/mailbox_transformer.py,2,1
