url_path,views_total,views_unique
/ChameleonTartu/amazon-mws-docs,13,1
/ChameleonTartu/amazon-mws-docs/edit/master/README.md,2,1
/ChameleonTartu/amazon-mws-docs/blob/master/README.md,1,1
