url_path,views_total,views_unique
/ChameleonTartu/calculator/tree/main/src/main/kotlin/ua/bank/accounts/calculator,14,1
/ChameleonTartu/calculator/tree/main/src/main,12,1
/ChameleonTartu/calculator,10,1
/ChameleonTartu/calculator/tree/main/src,10,1
/ChameleonTartu/calculator/tree/main/src/main/kotlin/ua/bank/accounts/calculator/controller,8,1
/ChameleonTartu/calculator/blob/main/src/main/kotlin/ua/bank/accounts/calculator/controller/AccountController.kt,7,1
/ChameleonTartu/calculator/blob/main/src/main/kotlin/ua/bank/accounts/calculator/CalculatorApplication.kt,6,1
/ChameleonTartu/calculator/tree/main/src/main/resources,4,1
/ChameleonTartu/calculator/tree/main/src/test,3,1
/ChameleonTartu/calculator/blob/main/src/main/resources/application.properties,2,1
