url_path,views_total,views_unique
/ChameleonTartu/competitive_programming,12,9
/ChameleonTartu/competitive_programming/tree/master/eOlymp/DepthFirstSearch,8,6
/ChameleonTartu/competitive_programming/tree/master/Codeforces,4,2
/ChameleonTartu/competitive_programming/tree/master/ProjectEuler,2,1
/ChameleonTartu/competitive_programming/tree/master/Timus,2,1
/ChameleonTartu/competitive_programming/tree/master/Timus/C%2B%2B,2,1
/ChameleonTartu/competitive_programming/tree/master/Timus/Java,2,1
/ChameleonTartu/competitive_programming/tree/master/Timus/Ruby,2,1
/ChameleonTartu/competitive_programming/blob/master/Codeforces/112A.cpp,1,1
/ChameleonTartu/competitive_programming/tree/master/HackerRank,1,1
