url_path,views_total,views_unique
/ChameleonTartu/competitive_programming,12,10
/ChameleonTartu/competitive_programming/tree/master/eOlymp/DepthFirstSearch,9,7
/ChameleonTartu/competitive_programming/tree/master/Codeforces,4,2
/ChameleonTartu/competitive_programming/tree/master/Timus,3,2
/ChameleonTartu/competitive_programming/tree/master/Timus/C%2B%2B,3,2
/ChameleonTartu/competitive_programming/tree/master/ProjectEuler,2,1
/ChameleonTartu/competitive_programming/tree/master/Timus/Java,2,1
/ChameleonTartu/competitive_programming/tree/master/Timus/Ruby,2,1
/ChameleonTartu/competitive_programming/blob/master/Codeforces/112A.cpp,1,1
/ChameleonTartu/competitive_programming/tree/master/HackerRank,1,1
