url_path,views_total,views_unique
/ChameleonTartu/amazon-mws-reports-maven,10,6
/ChameleonTartu/amazon-mws-reports-maven/blob/master/.github/workflows/deploy.yml,8,6
/ChameleonTartu/amazon-mws-reports-maven/tree/master/.github,2,1
/ChameleonTartu/amazon-mws-reports-maven/tree/master/.github/workflows,2,1
/ChameleonTartu/amazon-mws-reports-maven/blob/master/.github/FUNDING.yml,1,1
/ChameleonTartu/amazon-mws-reports-maven/blob/master/pom.xml,1,1
/ChameleonTartu/amazon-mws-reports-maven/blob/master/src/test/java/com/amazonaws/mws/samples/CancelReportRequestsSample.java,1,1
/ChameleonTartu/amazon-mws-reports-maven/edit/master/.github/workflows/deploy.yml,1,1
/ChameleonTartu/amazon-mws-reports-maven/tree/master/src,1,1
/ChameleonTartu/amazon-mws-reports-maven/tree/master/src/main/java/com/amazonaws/mws,1,1
