time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-08 00:00:00+00:00,,,2,1
2021-06-09 00:00:00+00:00,,,10,2
2021-06-11 00:00:00+00:00,,,1,1
2021-06-14 00:00:00+00:00,,,2,2
2021-06-15 00:00:00+00:00,,,9,1
2021-06-17 00:00:00+00:00,,,3,2
2021-06-18 00:00:00+00:00,1.0,1.0,12,1
