time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-27 00:00:00+00:00,1.0,1.0,1,1
2022-03-28 00:00:00+00:00,2.0,1.0,16,4
2022-03-29 00:00:00+00:00,,,7,2
2022-03-31 00:00:00+00:00,,,1,1
2022-04-01 00:00:00+00:00,,,1,1
2022-04-03 00:00:00+00:00,2.0,1.0,11,3
2022-04-04 00:00:00+00:00,1.0,1.0,8,3
2022-04-06 00:00:00+00:00,,,1,1
2022-04-07 00:00:00+00:00,1.0,1.0,9,4
2022-04-08 00:00:00+00:00,,,16,3
2022-04-09 00:00:00+00:00,1.0,1.0,7,1
