url_path,views_total,views_unique
/greenbird/piri-web,40,15
/greenbird/piri-web/tree/master/piri_web,8,2
/greenbird/piri-web/blob/master/piri_web/app.py,3,2
/greenbird/piri-web/blob/master/LICENSE,2,2
/greenbird/piri-web/tree/master/docs,2,2
/greenbird/piri-web/blob/master/piri_web/__init__.py,2,1
/greenbird/piri-web/blob/master/CONTRIBUTING.md,1,1
/greenbird/piri-web/blob/master/docs/contributing.md,1,1
/greenbird/piri-web/blob/master/requirements.txt,1,1
/greenbird/piri-web/blob/master/setup.cfg,1,1
