url_path,views_total,views_unique
/greenbird/piri-web,29,19
/greenbird/piri-web/blob/master/requirements.txt,2,2
/greenbird/piri-web/tree/master/piri_web,2,2
/greenbird/piri-web/blob/master/CONTRIBUTING.md,1,1
/greenbird/piri-web/blob/master/docs/index.md,1,1
/greenbird/piri-web/blob/master/mkdocs.yml,1,1
/greenbird/piri-web/blob/master/piri_web/app.py,1,1
/greenbird/piri-web/blob/master/piri_web/__init__.py,1,1
/greenbird/piri-web/blob/master/pyproject.toml,1,1
/greenbird/piri-web/blob/master/README.md,1,1
