url_path,views_total,views_unique
/greenbird/piri-web,45,21
/greenbird/piri-web/tree/master/piri_web,7,4
/greenbird/piri-web/blob/master/piri_web/app.py,3,3
/greenbird/piri-web/tree/master/docs,3,2
/greenbird/piri-web/blob/master/docs/index.md,2,2
/greenbird/piri-web/blob/master/piri_web/__init__.py,2,2
/greenbird/piri-web/blob/master/CHANGELOG.md,1,1
/greenbird/piri-web/blob/master/docs/changelog.md,1,1
/greenbird/piri-web/blob/master/pyproject.toml,1,1
/greenbird/piri-web/blob/master/README.md,1,1
