url_path,views_total,views_unique
/greenbird/piri-web,47,17
/greenbird/piri-web/tree/master/piri_web,11,3
/greenbird/piri-web/tree/master/docs,5,2
/greenbird/piri-web/blob/master/piri_web/app.py,4,2
/greenbird/piri-web/blob/master/piri_web/__init__.py,3,1
/greenbird/piri-web/blob/master/LICENSE,2,2
/greenbird/piri-web/blob/master/docs/contributing.md,2,1
/greenbird/piri-web/blob/master/setup.cfg,2,1
/greenbird/piri-web/blob/master/CHANGELOG.md,1,1
/greenbird/piri-web/blob/master/CONTRIBUTING.md,1,1
