url_path,views_total,views_unique
/ChameleonTartu/amazon-mws-feeds-maven/actions,97,2
/ChameleonTartu/amazon-mws-feeds-maven,36,3
/ChameleonTartu/amazon-mws-feeds-maven/actions/workflows/windows.yml,35,1
/ChameleonTartu/amazon-mws-feeds-maven/actions/workflows/unix.yml,18,1
/ChameleonTartu/amazon-mws-feeds-maven/pulls,15,1
/ChameleonTartu/amazon-mws-feeds-maven/actions/workflows/build.yml,14,1
/ChameleonTartu/amazon-mws-feeds-maven/actions/runs/1654960126,9,1
/ChameleonTartu/amazon-mws-feeds-maven/actions/runs/1655019049,8,1
/ChameleonTartu/amazon-mws-feeds-maven/pull/11,8,1
/ChameleonTartu/amazon-mws-feeds-maven/actions/runs/1653817299,7,1
