url_path,views_total,views_unique
/ChameleonTartu/amazon-mws-feeds-maven,39,2
/ChameleonTartu/amazon-mws-feeds-maven/actions,28,1
/ChameleonTartu/amazon-mws-feeds-maven/tree/master/.github/workflows,14,2
/ChameleonTartu/amazon-mws-feeds-maven/actions/workflows/unix.yml,12,1
/ChameleonTartu/amazon-mws-feeds-maven/blob/master/pom.xml,11,2
/ChameleonTartu/amazon-mws-feeds-maven/actions/workflows/windows.yml,7,1
/ChameleonTartu/amazon-mws-feeds-maven/actions/runs/1658679940,6,1
/ChameleonTartu/amazon-mws-feeds-maven/pulls,6,1
/ChameleonTartu/amazon-mws-feeds-maven/releases,6,1
/ChameleonTartu/amazon-mws-feeds-maven/runs/4716265210,6,1
