time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-20 00:00:00+00:00,1.0,1.0,,
2021-06-23 00:00:00+00:00,1.0,1.0,,
2021-07-03 00:00:00+00:00,,,8.0,1.0
