referrer,views_total,views_unique
github.com,14,6
greenbird.com,14,5
greenbird.github.io,9,1
web.flock.com,4,1
Google,3,3
pypi.org,2,2
piri.readthedocs.io,1,1
opensourcelibs.com,1,1
