referrer,views_total,views_unique
greenbird.com,13,10
github.com,13,6
piri.readthedocs.io,4,2
DuckDuckGo,3,2
greenbird.github.io,3,2
Google,2,2
pypi.org,1,1
statics.teams.cdn.office.net,1,1
