time_iso8601,stars_cumulative
2020-08-31 00:00:00+00:00,1
2020-09-16 00:00:00+00:00,2
2020-09-21 00:00:00+00:00,3
2020-09-24 00:00:00+00:00,4
2020-10-06 00:00:00+00:00,5
2020-11-20 00:00:00+00:00,6
2021-05-10 00:00:00+00:00,7
2021-12-18 00:00:00+00:00,8
2022-01-03 00:00:00+00:00,9
2022-04-08 00:00:00+00:00,10
